дата;температура;осадки;влажность;испаряемость;ГТК
2017-01-21;-7.375;1.2;81.5;0.334;
2017-01-22;-7.55;0.4;75.0;0.442;
2017-01-23;-6.733;0.0;72.0;0.542;
2017-01-24;-11.933;0.6;74.667;0.251;
2017-01-25;-11.3;1.0;77.75;0.242;
2017-01-26;-10.9;3.0;82.333;0.204;
2017-01-27;-23.133;0.0;75.0;0.005;
2017-01-28;-20.975;0.0;71.25;0.027;
2017-01-29;-19.475;0.0;74.0;0.046;
2017-01-30;-18.1;0.0;74.75;0.07;
2017-01-31;-16.75;0.0;81.5;0.073;
2017-02-01;-13.85;0.2;79.25;0.166;
2017-02-02;-9.05;1.0;86.5;0.221;
2017-02-03;-9.725;0.8;84.25;0.236;
2017-02-04;-6.9;0.8;76.0;0.505;
2017-02-05;-16.467;1.3;74.0;0.122;
2017-02-06;-16.175;0.5;71.5;0.143;
2017-02-07;-13.45;0.0;64.25;0.307;
2017-02-08;-10.425;0.0;59.5;0.553;
2017-02-09;-7.4;0.0;61.5;0.767;
2017-02-10;-19.9;2.3;70.5;0.049;
2017-02-11;-23.575;2.0;70.5;0.004;
2017-02-12;-25.6;0.0;70.75;0.001;
2017-02-13;-22.925;0.0;69.25;0.009;
2017-02-14;-21.267;0.2;71.333;0.026;
2017-02-15;-18.075;0.0;65.5;0.106;
2017-02-16;-14.625;0.0;60.0;0.277;
2017-02-17;-11.975;6.0;82.75;0.188;
2017-02-18;-15.2;0.0;75.75;0.15;
2017-02-19;-15.875;0.0;80.75;0.103;
2017-02-20;-11.5;2.0;82.667;0.203;
2017-02-21;-0.6;1.0;87.0;0.498;
2017-02-22;-1.7;0.4;80.5;0.681;
2017-02-23;-4.025;0.0;70.5;0.834;
2017-02-24;-4.9;0.0;65.0;0.909;
2017-02-25;-6.425;0.0;67.25;0.726;
2017-02-26;-6.075;0.0;76.5;0.541;
2017-02-27;-0.45;1.4;86.75;0.513;
2017-02-28;-2.3;1.0;82.25;0.588;
2017-03-01;-2.35;4.0;85.5;0.432;
2017-03-02;-4.55;2.0;82.5;0.425;
2017-03-03;-5.3;;82.25;0.4;
2017-03-04;-3.675;;83.5;0.436;
2017-03-05;-6.667;;81.0;0.371;
2017-03-06;-6.75;;81.75;0.353;
2017-03-07;-6.825;;73.75;0.503;
2017-03-08;-7.575;;77.0;0.405;
2017-03-09;-6.5;;73.0;0.537;
2017-03-10;-10.233;;66.667;0.422;
2017-03-11;-8.85;;66.0;0.515;
2017-03-12;-9.033;;59.333;0.602;
2017-03-13;-6.525;;64.0;0.713;
2017-03-14;-6.4;;64.25;0.718;
2017-03-15;-6.933;;77.667;0.423;
2017-03-16;-8.875;;66.0;0.513;
2017-03-17;-9.175;;68.0;0.465;
2017-03-18;-7.975;;59.75;0.677;
2017-03-19;-5.567;;44.667;1.213;
2017-03-20;-3.967;;46.333;1.379;
2017-03-21;-3.6;;58.0;1.117;
2017-03-22;0.5;;35.333;2.442;
2017-03-23;-0.5;;55.5;1.551;
2017-03-24;-1.233;;60.333;1.301;
2017-03-25;1.75;;66.75;1.381;
2017-03-26;-1.05;;74.25;0.858;
2017-03-27;0.1;;82.75;0.631;
2017-03-28;2.6;;80.0;0.885;
2017-03-29;4.05;;68.75;1.531;
2017-03-30;3.875;;85.75;0.69;
2017-03-31;0.9;;64.0;1.402;
2017-04-01;2.15;;62.25;1.67;
2017-04-02;-3.45;;70.5;0.822;
2017-04-03;-5.55;;58.75;0.936;
2017-04-04;-4.1;;64.0;0.944;
2017-04-05;-3.7;;60.333;1.08;
2017-04-06;-2.667;;74.333;0.768;
2017-04-07;1.3;;79.667;0.844;
2017-04-08;2.5;;72.25;1.259;
2017-04-09;2.4;;77.667;1.006;
2017-04-10;3.133;;79.667;0.966;
2017-04-11;7.35;;60.0;2.512;
2017-04-12;8.85;;56.0;3.025;
2017-04-13;7.033;;68.333;1.95;
2017-04-14;8.25;;61.0;2.587;
2017-04-15;6.225;;53.0;2.75;
2017-04-16;4.967;;69.333;1.652;
2017-04-17;5.667;;74.667;1.429;
2017-04-18;2.133;;80.0;0.883;
2017-04-19;5.7;;68.0;1.81;
2017-04-20;6.475;;61.5;2.288;
2017-04-21;5.375;;46.5;2.962;
2017-04-22;10.3;;31.75;5.103;
2017-04-23;9.2;;68.0;2.246;
2017-04-24;8.125;;66.75;2.189;
2017-04-25;10.175;;60.25;2.951;
2017-04-26;15.0;;42.25;5.544;
2017-04-27;19.725;;32.75;8.071;
2017-04-28;12.825;;70.5;2.532;
2017-04-29;12.3;;51.5;4.049;
2017-04-30;7.05;;64.5;2.188;
2017-05-01;3.8;;57.0;2.071;
2017-05-02;1.45;;59.5;1.645;
2017-05-03;-0.375;;42.25;2.033;
2017-05-04;8.45;;43.75;3.654;
2017-05-05;19.275;;28.25;8.167;
2017-05-06;18.233;;39.667;6.548;
2017-05-07;8.533;;47.667;3.417;
2017-05-08;12.2;;40.667;4.768;
2017-05-09;8.0;;44.0;3.541;
2017-05-10;11.275;;31.5;5.234;
2017-05-11;15.9;;53.0;4.565;
2017-05-12;18.725;;55.75;4.912;
2017-05-13;19.0;;51.0;5.508;
2017-05-14;15.125;;75.0;2.337;
2017-05-15;13.2;;69.25;2.605;
2017-05-16;12.325;;37.25;5.076;
2017-05-17;7.367;;35.667;3.913;
2017-05-18;5.325;;42.25;3.084;
2017-05-19;9.775;;46.0;3.792;
2017-05-20;16.0;;41.0;5.759;
2017-05-21;15.025;;49.0;4.744;
2017-05-22;20.15;;35.0;7.694;
2017-05-23;23.825;;26.25;10.208;
2017-05-24;22.6;;34.0;8.683;
2017-05-25;12.6;;51.0;4.022;
2017-05-26;10.65;;43.0;4.206;
2017-05-27;13.1;;43.5;4.762;
2017-05-28;18.875;;34.5;7.321;
2017-05-29;21.65;;37.25;7.929;
2017-05-30;19.25;;59.0;4.661;
2017-05-31;9.767;;64.333;2.503;
2017-06-01;16.4;;50.5;5.09;
2017-06-02;14.075;;46.5;4.901;
2017-06-03;13.267;;49.0;4.481;
2017-06-04;17.75;;36.5;6.963;
2017-06-05;18.8;;35.5;7.424;
2017-06-06;20.125;;48.0;6.353;
2017-06-07;18.35;;51.75;5.44;
2017-06-08;16.375;;61.75;3.929;
2017-06-09;18.9;;65.75;3.96;
2017-06-10;16.0;;56.5;4.387;
2017-06-11;15.85;;69.25;3.079;
2017-06-12;13.125;;70.5;2.573;
2017-06-13;15.4;;55.5;4.358;
2017-06-14;18.1;;55.333;4.978;
2017-06-15;21.425;;49.5;6.531;
2017-06-16;23.575;;53.75;6.548;
2017-06-17;25.667;;46.333;8.266;
2017-06-18;25.6;;42.333;8.859;
2017-06-19;27.075;;51.75;7.851;
2017-06-20;25.3;;49.5;7.666;
2017-06-21;24.575;;48.75;7.557;
2017-06-22;23.3;;56.0;6.159;
2017-06-23;20.275;;63.0;4.551;
2017-06-24;23.0;;55.5;6.152;
2017-06-25;21.375;;75.0;3.226;
2017-06-26;22.2;;63.75;4.846;
2017-06-27;24.775;;57.25;6.355;
2017-06-28;20.975;;64.75;4.47;
2017-06-29;22.75;;58.75;5.643;
2017-06-30;25.75;;59.5;6.259;
2017-07-01;21.5;;74.0;3.264;
2017-07-02;18.575;;80.25;2.177;
2017-07-03;19.55;;65.75;3.947;
2017-07-04;19.3;;74.5;2.906;
2017-07-05;21.167;;73.0;3.341;
2017-07-06;13.15;;66.0;2.873;
2017-07-07;16.45;;61.0;3.891;
2017-07-08;19.4;;62.5;4.292;
2017-07-09;19.15;;59.0;4.64;
2017-07-10;17.975;;67.0;3.539;
2017-07-11;18.75;;64.0;4.001;
2017-07-12;17.525;;72.0;2.94;
2017-07-13;16.55;;76.5;2.356;
2017-07-14;18.1;;60.5;4.261;
2017-07-15;18.7;;55.75;4.907;
2017-07-16;19.6;;53.25;5.4;
2017-07-17;20.925;;55.0;5.511;
2017-07-18;18.7;;66.25;3.742;
2017-07-19;18.725;;67.75;3.58;
2017-07-20;18.65;7.0;71.5;3.153;3.753
2017-07-21;18.225;4.0;75.25;2.685;2.195
2017-07-22;19.825;2.0;69.0;3.617;1.009
2017-07-23;19.15;1.0;75.25;2.801;0.522
2017-07-24;20.775;0.0;73.5;3.224;0.0
2017-07-25;21.225;0.0;66.5;4.156;0.0
2017-07-26;22.175;0.5;68.75;4.038;0.225
2017-07-27;24.6;0.5;61.75;5.464;0.203
2017-07-28;24.175;0.0;61.5;5.406;0.0
2017-07-29;18.875;7.0;80.5;2.18;3.709
2017-07-30;19.075;0.9;75.5;2.764;0.472
2017-07-31;18.475;1.0;77.75;2.442;0.541
2017-08-01;19.375;4.0;78.5;2.458;2.065
2017-08-02;21.825;0.0;67.25;4.169;0.0
2017-08-03;23.4;0.0;61.0;5.305;0.0
2017-08-04;25.125;0.0;59.0;5.981;0.0
2017-08-05;25.0;3.0;59.25;5.915;1.2
2017-08-06;23.05;0.0;60.5;5.295;0.0
2017-08-07;23.85;0.7;59.0;5.681;0.294
2017-08-08;15.6;1.3;74.75;2.417;0.833
2017-08-09;16.125;2.0;73.5;2.602;1.24
2017-08-10;17.45;1.4;75.25;2.59;0.802
2017-08-11;16.525;0.0;68.25;3.179;0.0
2017-08-12;13.075;21.0;81.75;1.536;16.061
2017-08-13;13.5;0.0;70.25;2.56;0.0
2017-08-14;14.3;2.0;74.25;2.309;1.399
2017-08-15;14.95;0.0;58.0;3.892;0.0
2017-08-16;16.0;0.0;60.25;3.88;0.0
2017-08-17;16.525;0.0;64.75;3.529;0.0
2017-08-18;15.675;10.0;86.25;1.321;6.38
2017-08-19;15.275;0.6;71.75;2.661;0.393
2017-08-20;13.8;2.0;66.0;2.972;1.449
2017-08-21;15.05;0.5;67.75;3.004;0.332
2017-08-22;16.95;0.0;66.5;3.423;0.0
2017-08-23;18.775;0.4;68.0;3.561;0.213
2017-08-24;19.4;0.0;68.0;3.663;0.0
2017-08-25;22.35;1.5;66.0;4.426;0.671
2017-08-26;18.925;0.6;69.75;3.389;0.317
2017-08-27;15.3;0.0;55.0;4.244;0.0
2017-08-28;14.933;0.0;61.0;3.611;0.0
2017-08-29;18.35;0.0;58.75;4.501;0.0
2017-08-30;19.225;0.0;52.5;5.394;0.0
2017-08-31;12.95;1.0;80.5;1.631;0.772
2017-09-01;14.9;0.0;72.25;2.651;0.0
2017-09-02;16.625;0.3;60.75;4.08;0.18
2017-09-03;13.933;0.0;66.0;3.092;0.0
2017-09-04;17.3;0.0;55.25;4.804;0.0
2017-09-05;12.975;0.0;52.25;4.132;0.0
2017-09-06;11.85;0.0;59.25;3.32;0.0
2017-09-07;8.35;3.1;70.75;1.952;
2017-09-08;8.7;4.3;74.0;1.772;
2017-09-09;7.775;0.0;62.75;2.401;
2017-09-10;9.4;0.5;70.25;2.112;
2017-09-11;13.45;6.5;80.25;1.752;4.833
2017-09-12;12.725;4.0;83.0;1.452;3.143
2017-09-13;9.3;2.0;78.25;1.535;
2017-09-14;7.4;0.0;64.5;2.236;
2017-09-15;14.275;0.3;55.25;4.142;0.21
2017-09-16;16.4;0.0;58.25;4.293;0.0
2017-09-17;14.925;0.0;64.0;3.443;0.0
2017-09-18;16.7;4.0;64.0;3.756;2.395
2017-09-19;10.825;2.0;76.0;1.848;1.848
2017-09-20;8.35;0.3;77.5;1.502;
2017-09-21;9.65;3.0;83.0;1.225;
2017-09-22;7.175;1.3;80.75;1.196;
2017-09-23;3.1;7.0;81.5;0.876;
2017-09-24;1.45;0.3;79.0;0.881;
2017-09-25;3.075;1.1;82.75;0.816;
2017-09-26;3.6;0.0;60.0;1.963;
2017-09-27;4.075;0.0;60.25;2.016;
2017-09-28;3.525;0.0;69.5;1.489;
2017-09-29;3.3;0.0;75.75;1.165;
2017-09-30;3.525;0.0;71.75;1.379;
2017-10-01;5.175;0.4;73.75;1.388;
2017-10-02;5.825;0.5;73.75;1.448;
2017-10-03;4.575;0.0;75.5;1.244;
2017-10-04;4.15;0.6;81.25;0.925;
2017-10-05;3.275;0.0;66.0;1.578;
2017-10-06;2.7;0.7;77.0;1.025;
2017-10-07;1.675;0.0;64.75;1.456;
2017-10-08;2.7;0.0;60.25;1.771;
2017-10-09;2.0;0.0;69.25;1.302;
2017-10-10;5.375;0.0;59.0;2.196;
2017-10-11;6.4;0.1;63.25;2.104;
2017-10-12;2.375;0.4;65.5;1.501;
2017-10-13;0.067;0.0;74.667;0.924;
2017-10-14;-0.5;0.0;71.0;1.011;
2017-10-15;4.9;0.0;51.25;2.531;
2017-10-16;7.625;1.1;75.0;1.545;
2017-10-17;2.133;0.0;81.667;0.784;
2017-10-18;0.4;0.0;88.25;0.44;
2017-10-19;3.0;7.0;92.75;0.33;
2017-10-20;6.525;0.7;80.25;1.14;
2017-10-21;5.875;5.0;82.0;0.996;
2017-10-22;3.9;0.0;76.0;1.164;
2017-10-23;0.133;0.0;64.667;1.296;
2017-10-24;1.575;0.0;69.75;1.24;
2017-10-25;-1.1;6.0;72.5;0.912;
2017-10-26;-1.0;0.3;78.0;0.736;
2017-10-27;-1.9;0.0;67.75;0.999;
2017-10-28;0.862;0.0;65.0;1.359;
2017-10-29;1.412;1.0;77.0;0.932;
2017-10-30;-3.625;0.7;75.75;0.643;
2017-10-31;-2.3;0.0;71.75;0.845;
2017-11-01;1.175;0.0;60.75;1.613;
2017-11-02;3.675;0.3;80.75;0.95;
2017-11-03;6.525;0.0;80.625;1.155;
2017-11-04;1.838;1.4;85.0;0.648;
2017-11-05;-0.2;1.0;78.5;0.793;
2017-11-06;-0.212;1.4;83.0;0.627;
2017-11-07;-1.188;3.0;85.875;0.481;
2017-11-08;-1.025;0.6;81.625;0.634;
2017-11-09;2.338;0.0;79.875;0.902;
2017-11-10;-1.838;5.0;85.375;0.471;
2017-11-11;-11.071;0.0;73.714;0.306;
2017-11-12;-10.988;1.0;85.5;0.171;
2017-11-13;-4.162;4.4;87.875;0.316;
2017-11-14;-3.125;1.4;88.0;0.345;
2017-11-15;-13.625;0.3;80.0;0.155;
2017-11-16;-15.562;0.0;78.5;0.115;
2017-11-17;-7.862;0.0;81.0;0.335;
2017-11-18;-1.175;0.0;77.875;0.754;
2017-11-19;-1.138;1.4;83.5;0.564;
2017-11-20;-2.938;3.0;88.125;0.347;
2017-11-21;-1.612;1.2;86.875;0.431;
2017-11-22;-1.8;4.0;83.875;0.521;
2017-11-23;-5.1;0.0;78.5;0.511;
2017-11-24;-5.743;0.0;75.714;0.54;
2017-11-25;-5.462;0.0;69.875;0.69;
2017-11-26;-14.3;0.0;69.875;0.207;
2017-11-27;-17.325;0.0;75.5;0.087;
2017-11-28;-10.471;0.8;69.714;0.384;
2017-11-29;-11.488;0.0;74.625;0.278;
2017-11-30;-8.462;0.2;87.0;0.213;
2017-12-01;-8.8;0.6;83.75;0.248;
2017-12-02;-10.814;0.0;82.857;0.2;
2017-12-03;-11.912;0.0;83.25;0.167;
2017-12-04;-10.575;0.3;80.0;0.242;
2017-12-05;-7.588;6.0;84.75;0.268;
2017-12-06;-7.788;0.0;84.375;0.269;
2017-12-07;-5.925;0.2;84.375;0.33;
2017-12-08;-6.212;0.2;85.625;0.295;
2017-12-09;-9.712;0.2;85.875;0.192;
2017-12-10;-7.275;0.0;86.125;0.253;
2017-12-11;-6.388;0.9;77.375;0.455;
2017-12-12;-9.775;0.4;82.25;0.239;
2017-12-13;-13.138;0.4;86.75;0.108;
2017-12-14;-17.188;0.5;82.875;0.061;
2017-12-15;-19.662;0.0;80.75;0.032;
2017-12-16;-20.25;0.0;79.125;0.027;
2017-12-17;-18.762;0.0;78.0;0.05;
2017-12-18;-18.525;0.0;85.75;0.035;
2017-12-19;-20.638;0.0;87.375;0.014;
2017-12-20;-20.9;0.0;79.5;0.02;
2017-12-21;-17.888;0.0;78.25;0.064;
2017-12-22;-14.962;3.0;81.75;0.107;
2017-12-23;-8.225;1.3;80.125;0.325;
2017-12-24;-9.225;0.7;78.0;0.318;
2017-12-25;-1.412;6.0;73.875;0.844;
2017-12-26;-3.088;9.0;89.75;0.286;
2017-12-27;-3.575;2.6;88.25;0.313;
2017-12-28;-12.0;8.9;82.0;0.177;
2017-12-29;-9.025;4.2;87.875;0.18;
2017-12-30;-4.62;3.0;79.8;0.487;
2017-12-31;-15.933;0.3;82.333;0.084;
2018-01-01;-19.55;0.0;80.5;0.034;
2018-01-02;-14.85;0.0;80.75;0.115;
2018-01-03;-20.388;0.0;83.5;0.02;
2018-01-04;-24.688;0.0;76.0;0.0;
2018-01-05;-25.6;0.0;75.0;0.001;
2018-01-06;-23.212;0.0;77.375;0.004;
2018-01-07;-19.888;0.0;74.375;0.039;
2018-01-08;-18.088;0.0;72.625;0.076;
2018-01-09;-12.612;0.5;69.25;0.274;
2018-01-10;-3.75;3.3;85.875;0.37;
2018-01-11;-3.212;3.0;80.5;0.537;
2018-01-12;-9.962;2.0;77.875;0.29;
2018-01-13;-17.0;0.5;78.375;0.08;
2018-01-14;-23.638;0.4;75.375;0.003;
2018-01-15;-20.625;2.0;77.125;0.025;
2018-01-16;-15.125;12.0;83.875;0.091;
2018-01-17;-10.625;6.8;85.75;0.171;
2018-01-18;-11.538;2.0;81.25;0.197;
2018-01-19;-15.225;0.4;72.0;0.155;
2018-01-20;-28.538;0.0;59.75;0.029;
2018-01-21;-34.4;0.0;58.125;0.215;
2018-01-22;-30.325;0.0;57.625;0.07;
2018-01-23;-29.7;0.2;69.25;0.039;
2018-01-24;-29.925;0.0;68.25;0.045;
2018-01-25;-28.788;0.0;66.75;0.028;
2018-01-26;-24.325;0.0;66.75;0.001;
2018-01-27;-26.388;0.0;72.125;0.003;
2018-01-28;-21.95;0.0;74.125;0.014;
2018-01-29;-17.038;4.3;74.0;0.096;
2018-01-30;-17.625;0.6;69.375;0.097;
2018-01-31;-18.738;0.0;72.5;0.063;
2018-02-01;-17.188;0.0;69.5;0.12;
2018-02-02;-13.975;0.0;66.125;0.265;
2018-02-03;-14.488;0.0;68.625;0.223;
2018-02-04;-12.112;0.0;72.875;0.29;
2018-02-05;-11.857;0.0;70.286;0.33;
2018-02-06;-17.338;0.0;75.875;0.091;
2018-02-07;-13.275;0.0;76.625;0.207;
2018-02-08;-9.688;1.0;78.25;0.328;
2018-02-09;-9.062;0.2;81.5;0.302;
2018-02-10;-8.788;0.0;80.5;0.329;
2018-02-11;-10.462;0.0;75.75;0.329;
2018-02-12;-11.138;0.0;77.25;0.281;
2018-02-13;-12.338;0.0;72.375;0.285;
2018-02-14;-12.175;0.0;66.75;0.352;
2018-02-15;-10.775;0.2;70.25;0.387;
2018-02-16;-18.162;0.0;71.875;0.085;
2018-02-17;-19.675;0.0;75.625;0.044;
2018-02-18;-19.075;0.0;76.0;0.054;
2018-02-19;-16.025;2.0;77.75;0.115;
2018-02-20;-9.629;0.0;71.429;0.434;
2018-02-21;-8.9;0.0;74.0;0.433;
2018-02-22;-6.362;0.5;73.625;0.589;
2018-02-23;-12.438;0.4;80.375;0.199;
2018-02-24;-12.8;0.0;79.375;0.197;
2018-02-25;-16.525;0.0;79.5;0.095;
2018-02-26;-17.312;0.0;75.875;0.092;
2018-02-27;-18.1;0.0;69.25;0.094;
2018-02-28;-14.462;0.0;58.375;0.297;
2018-03-01;-13.425;3.0;77.25;0.177;
2018-03-02;-19.05;1.3;76.75;0.048;
2018-03-03;-16.325;0.8;72.125;0.122;
2018-03-04;-12.85;0.0;70.625;0.252;
2018-03-05;-8.638;0.0;62.375;0.585;
2018-03-06;-5.662;0.0;69.75;0.657;
2018-03-07;-1.788;0.4;67.75;1.009;
2018-03-08;-12.138;0.4;70.0;0.288;
2018-03-09;-12.2;0.0;72.0;0.266;
2018-03-10;-7.45;0.9;75.25;0.443;
2018-03-11;-10.288;0.0;53.875;0.58;
2018-03-12;-13.15;0.0;62.0;0.31;
2018-03-13;-13.412;0.0;63.875;0.282;
2018-03-14;-13.025;0.0;60.5;0.329;
2018-03-15;-9.612;0.0;63.375;0.504;
2018-03-16;-4.675;1.0;77.625;0.537;
2018-03-17;-5.725;0.0;74.625;0.547;
2018-03-18;-4.138;0.0;68.625;0.793;
2018-03-19;-0.325;0.0;57.25;1.511;
2018-03-20;-7.486;3.0;63.286;0.654;
2018-03-21;-4.325;2.0;76.25;0.589;
2018-03-22;-2.4;0.8;85.0;0.445;
2018-03-23;2.938;0.0;83.0;0.77;
2018-03-24;0.729;2.0;73.143;1.032;
2018-03-25;-2.888;1.0;76.75;0.66;
2018-03-26;-2.112;2.3;74.25;0.783;
2018-03-27;-2.738;0.0;70.75;0.842;
2018-03-28;-1.625;0.0;72.0;0.888;
2018-03-29;-2.075;0.0;76.375;0.721;
2018-03-30;-0.987;1.1;72.625;0.917;
2018-03-31;-7.312;0.0;55.0;0.817;
2018-04-01;-5.812;0.2;67.75;0.712;
2018-04-02;-3.65;0.0;74.25;0.704;
2018-04-03;-3.662;1.6;75.75;0.662;
2018-04-04;-6.025;0.0;42.875;1.234;
2018-04-05;-2.5;0.0;43.625;1.712;
2018-04-06;2.938;0.0;38.5;2.88;
2018-04-07;4.45;0.5;69.25;1.6;
2018-04-08;3.012;0.5;83.0;0.8;
2018-04-09;3.312;1.7;76.5;1.13;
2018-04-10;3.088;0.7;74.0;1.231;
2018-04-11;1.612;0.9;82.25;0.754;
2018-04-12;6.1;0.0;68.375;1.835;
2018-04-13;9.662;0.0;55.25;3.226;
2018-04-14;2.688;0.0;58.125;1.926;
2018-04-15;2.3;0.0;50.125;2.23;
2018-04-16;6.938;0.0;49.75;3.075;
2018-04-17;1.338;0.9;54.625;1.888;
2018-04-18;-1.762;0.0;48.75;1.66;
2018-04-19;1.588;0.0;43.625;2.391;
2018-04-20;4.113;0.0;41.875;2.956;
2018-04-21;9.688;0.0;50.875;3.546;
2018-04-22;11.812;2.0;52.875;3.832;1.693
2018-04-23;9.338;9.0;84.375;1.105;
2018-04-24;5.788;0.0;76.5;1.336;
2018-04-25;13.038;0.3;53.125;4.069;0.23
2018-04-26;5.988;7.0;66.875;1.908;
2018-04-27;6.262;1.0;59.25;2.39;
2018-04-28;7.225;0.3;60.5;2.461;
2018-04-29;12.15;0.0;48.625;4.254;0.0
2018-04-30;13.888;0.0;55.125;4.072;0.0
2018-05-01;10.6;3.0;67.75;2.373;2.83
2018-05-02;3.8;2.0;65.375;1.668;
2018-05-03;6.138;0.0;50.375;2.794;
2018-05-04;7.075;0.0;43.625;3.368;
2018-05-05;3.825;12.0;88.0;0.579;
2018-05-06;0.788;0.3;58.875;1.588;
2018-05-07;2.962;0.0;67.875;1.458;
2018-05-08;5.15;10.0;83.5;0.871;
2018-05-09;5.462;0.6;57.625;2.283;
2018-05-10;8.35;0.0;33.125;4.319;
2018-05-11;12.0;0.0;28.0;5.723;0.0
2018-05-12;10.312;0.0;55.0;3.258;0.0
2018-05-13;6.575;4.0;75.5;1.418;
2018-05-14;8.088;2.0;64.75;2.241;
2018-05-15;8.075;2.0;56.0;2.795;
2018-05-16;5.312;3.0;69.375;1.634;
2018-05-17;1.037;0.0;63.375;1.442;
2018-05-18;4.525;0.0;51.375;2.461;
2018-05-19;1.138;9.0;77.0;0.912;
2018-05-20;6.812;0.0;47.25;3.1;
2018-05-21;13.912;2.0;51.125;4.297;1.438
2018-05-22;11.4;4.3;76.125;1.837;3.772
2018-05-23;8.9;0.3;63.0;2.469;
2018-05-24;5.488;1.0;57.875;2.273;
2018-05-25;8.412;6.0;79.5;1.329;
2018-05-26;8.65;2.0;87.0;0.855;
2018-05-27;6.038;2.0;85.75;0.797;
2018-05-28;6.375;0.3;76.875;1.322;
2018-05-29;12.4;0.0;53.75;3.756;0.0
2018-05-30;15.85;0.0;47.125;5.123;0.0
2018-05-31;10.662;4.4;67.125;2.428;4.127
2018-06-01;16.388;3.0;51.375;4.997;1.831
2018-06-02;21.675;0.0;32.5;8.823;0.0
2018-06-03;15.875;0.1;52.625;4.749;0.063
2018-06-04;11.15;2.5;63.75;2.842;2.242
2018-06-05;14.362;4.3;71.375;2.661;2.994
2018-06-06;21.5;0.3;48.5;6.681;0.14
2018-06-07;23.825;0.0;35.25;9.261;0.0
2018-06-08;24.775;0.0;35.5;9.588;0.0
2018-06-09;20.725;0.0;60.0;5.018;0.0
2018-06-10;18.562;3.3;77.25;2.59;1.778
2018-06-11;16.488;25.0;72.375;2.853;15.163
2018-06-12;19.4;0.0;56.0;5.204;0.0
2018-06-13;20.6;0.0;55.5;5.552;0.0
2018-06-14;14.362;27.7;86.875;1.22;19.286
2018-06-15;16.738;0.5;67.25;3.423;0.299
2018-06-16;18.712;0.5;62.75;4.271;0.267
2018-06-17;19.388;1.2;68.875;3.679;0.619
2018-06-18;26.012;0.5;44.75;8.627;0.192
2018-06-19;20.675;7.0;67.25;4.099;3.386
2018-06-20;19.05;0.7;63.0;4.308;0.367
2018-06-21;19.162;0.4;60.625;4.608;0.209
2018-06-22;23.638;0.0;51.375;6.902;0.0
2018-06-23;24.125;0.0;44.0;8.109;0.0
2018-06-24;21.338;4.0;64.375;4.59;1.875
2018-06-25;22.838;0.0;64.375;4.892;0.0
2018-06-26;20.962;9.0;77.125;2.899;4.293
2018-06-27;22.657;0.0;66.429;4.575;0.0
2018-06-28;23.212;0.0;64.0;5.021;0.0
2018-06-29;22.588;0.0;60.5;5.367;0.0
2018-06-30;20.312;0.6;74.75;3.111;0.295
2018-07-01;20.612;2.0;76.0;2.899;0.97
2018-07-02;22.012;0.8;72.125;3.577;0.363
2018-07-03;18.938;2.4;78.875;2.368;1.267
2018-07-04;15.55;0.7;60.0;3.819;0.45
2018-07-05;17.6;3.0;59.75;4.241;1.705
2018-07-06;16.75;0.0;54.625;4.592;0.0
2018-07-07;17.738;0.0;47.375;5.581;0.0
2018-07-08;19.912;0.0;45.75;6.354;0.0
2018-07-09;20.4;0.0;43.375;6.777;0.0
2018-07-10;22.45;0.0;44.125;7.305;0.0
2018-07-11;23.688;0.0;42.875;7.863;0.0
2018-07-12;25.4;0.0;46.125;7.946;0.0
2018-07-13;24.8;0.0;59.0;5.904;0.0
2018-07-14;22.138;0.0;66.25;4.354;0.0
2018-07-15;22.862;0.0;48.875;6.8;0.0
2018-07-16;22.838;0.0;43.75;7.474;0.0
2018-07-17;22.462;0.0;39.875;7.864;0.0
2018-07-18;21.6;0.0;46.125;6.793;0.0
2018-07-19;21.675;0.0;57.0;5.439;0.0
2018-07-20;20.688;0.0;68.5;3.818;0.0
2018-07-21;18.075;0.0;55.5;4.794;0.0
2018-07-22;14.125;23.0;79.375;1.833;16.283
2018-07-23;16.788;6.6;86.0;1.419;3.931
2018-07-24;16.9;9.0;70.875;2.969;5.325
2018-07-25;17.412;0.0;67.25;3.421;0.0
2018-07-26;18.95;2.0;63.875;4.052;1.055
2018-07-27;17.162;0.0;68.875;3.213;0.0
2018-07-28;15.612;1.0;70.25;2.849;0.641
2018-07-29;19.225;0.0;56.0;4.997;0.0
2018-07-30;14.488;1.0;71.0;2.626;0.69
2018-07-31;15.114;0.0;57.429;3.978;0.0
2018-08-01;16.588;0.7;66.75;3.339;0.422
2018-08-02;16.0;0.1;53.75;4.514;0.062
2018-08-03;14.1;0.0;55.75;3.928;0.0
2018-08-04;18.138;0.0;55.625;4.795;0.0
2018-08-05;15.2;2.0;64.5;3.331;1.316
2018-08-06;15.375;0.0;52.875;4.461;0.0
2018-08-07;16.225;0.0;56.5;4.293;0.0
2018-08-08;18.025;0.0;57.375;4.582;0.0
2018-08-09;20.575;0.0;59.0;4.945;0.0
2018-08-10;23.538;0.0;55.5;6.087;0.0
2018-08-11;21.125;2.0;62.625;4.617;0.947
2018-08-12;16.825;3.0;76.125;2.425;1.783
2018-08-13;14.475;0.0;75.75;2.194;0.0
2018-08-14;16.888;2.0;67.625;3.298;1.184
2018-08-15;18.188;0.0;59.625;4.373;0.0
